Plate,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Payment Amount,Amount Due,Violation Status
13894JU,9038910551,03/03/2023,11:46A,NO PARKING-STREET CLEANING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9009756087,09/28/2022,12:32P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9009806303,09/29/2022,11:24A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9009852362,09/30/2022,10:40P,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9039029647,03/16/2023,08:54A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9010110310,09/30/2022,01:08P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9010186763,09/22/2022,01:24P,NON-COMPLIANCE W/ POSTED SIGN,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8814791351,08/08/2022,02:26P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8814791363,08/08/2022,02:28P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9039195833,03/04/2023,07:50A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9067645801,07/21/2023,12:42P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9039569447,03/30/2023,09:50A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8993776430,07/11/2022,01:25P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8854894321,07/27/2022,02:14P,DOUBLE PARKING,,115.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8858030620,07/27/2022,09:35A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8871843253,07/29/2022,04:31P,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9000206364,07/19/2022,12:09P,EXPIRED MUNI METER,,65.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9039922214,03/14/2023,01:36P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9000224070,07/22/2022,12:03P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9000403893,08/10/2022,12:54P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9000425645,07/12/2022,09:51A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9000425657,07/12/2022,09:51A,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9000521026,07/13/2022,11:30P,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,9000699125,08/01/2022,12:41P,NO STANDING-BUS STOP,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9000699617,08/02/2022,11:45A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,9000735439,07/19/2022,02:47P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9001446668,07/26/2022,11:49P,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9040260450,03/13/2023,12:41P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9040260461,03/13/2023,12:42P,FRONT OR BACK PLATE MISSING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8949382611,02/02/2023,11:52A,FRONT OR BACK PLATE MISSING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8949382623,02/02/2023,11:53A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8905341240,08/08/2022,11:11A,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9040340213,03/17/2023,10:40A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9040368028,03/16/2023,11:19A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,1487741984,01/30/2023,09:40P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9040384642,03/23/2023,03:32P,FAIL TO DSPLY MUNI METER RECPT,,35.00,65.00,0.00,
11101JC,8909180080,08/08/2022,01:33P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,9064013100,07/18/2023,12:03P,NO PARKING-DAY/TIME LIMITS,,65.00,75.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9040636552,03/31/2023,10:21A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9064388416,07/24/2023,10:51A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9001572017,07/21/2022,11:16A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9064351510,07/05/2023,02:13P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9064351521,07/05/2023,02:14P,REG. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,5127888105,05/30/2023,11:51P,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9041160954,03/17/2023,08:44A,NO STOPPING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,5602388084,05/24/2023,03:05P,NO STANDING-SNOW EMERGENCY,,200.00,200.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8935390495,08/03/2022,11:15A,NO STOPPING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9041495757,03/18/2023,01:15P,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9001739386,08/01/2022,09:41A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8840335614,11/01/2022,02:28P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9069882383,08/07/2023,08:33A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9065006140,07/12/2023,12:33P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8499834814,06/28/2022,10:42A,DOUBLE PARKING,,115.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9001938504,08/16/2022,11:28A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,9066624954,04/16/2024,11:53A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9114804943,04/11/2024,03:33P,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,
91731JA,9115039250,04/30/2024,10:51A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9115219136,04/26/2024,01:17P,VIN OBSCURED,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8843942451,08/31/2022,11:32A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9065622482,07/11/2023,01:10P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,5604215211,04/29/2024,02:21P,MOBILE BUS LANE VIOLATION,,100.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9002189187,08/05/2022,01:41P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9119094875,05/04/2024,08:24A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,
86838JT,9119094887,05/04/2024,08:25A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9119097475,04/26/2024,09:53A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9119641990,04/16/2024,02:35P,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,9119652781,04/29/2024,12:49P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9119673619,04/22/2024,12:35P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9119729730,04/19/2024,02:40P,FIRE HYDRANT,,115.00,115.00,0.00,
67300JV,9120078420,04/18/2024,09:19A,REG. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9065917147,07/21/2023,02:43P,BIKE LANE,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,9121083150,04/23/2024,04:42P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9121503552,04/17/2024,09:41A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9121503564,04/17/2024,09:42A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9065931570,07/17/2023,01:03P,FAIL TO DSPLY MUNI METER RECPT,,35.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9002388410,08/05/2022,09:33A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9121747696,04/11/2024,11:33A,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,
13894JU,9002507112,08/04/2022,12:46P,EXPIRED MUNI METER,,65.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,9121841160,04/19/2024,01:29P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9121988869,04/29/2024,03:20P,DOUBLE PARKING,,115.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9122053207,04/19/2024,09:29A,VIN OBSCURED,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9122152222,04/30/2024,11:20A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9122302013,04/16/2024,01:37P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9122366696,04/16/2024,09:50A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9122512615,04/16/2024,02:29A,NGHT PKG ON RESID STR-COMM VEH,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9122558408,04/17/2024,01:57P,NO PARKING-DAY/TIME LIMITS,,65.00,75.00,0.00,
13894JU,9122561067,04/19/2024,02:03P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8572274169,06/14/2022,09:54A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9044170820,04/01/2023,05:51P,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9122972365,04/19/2024,03:30P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9123016516,04/30/2024,12:54P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,
98853JZ,9123037179,04/17/2024,01:53P,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,
98853JZ,9123037180,04/17/2024,01:54P,FRONT OR BACK PLATE MISSING,,65.00,75.00,0.00,
11101JC,9123069727,05/02/2024,10:37A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9123082161,04/23/2024,02:33P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9003092035,08/03/2022,04:49A,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9123323346,05/01/2024,01:03P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9123386563,04/19/2024,09:25A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,
98853JZ,9124167022,05/01/2024,02:07P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,
57273MD,9003503394,08/05/2022,09:47A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9003503400,08/05/2022,09:48A,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9003503412,08/05/2022,09:48A,FRONT OR BACK PLATE MISSING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9124539594,05/01/2024,01:46P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9003030133,08/01/2022,11:04A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9066501170,07/12/2023,03:15P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9125380850,04/30/2024,12:32P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,
28440JU,9125660937,04/30/2024,12:23P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8799445967,10/19/2022,11:06A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,9127260252,04/30/2024,03:44P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,9030893096,03/02/2023,09:28A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9033048930,03/03/2023,10:01A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9035814526,03/06/2023,10:14A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9036067777,03/08/2023,10:17A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9036153438,03/04/2023,09:13A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9036884457,03/17/2023,12:14P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9037238191,03/08/2023,10:15A,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,9037413067,03/06/2023,12:08P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9040382189,03/15/2023,02:11P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,9040395317,03/15/2023,11:12A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9071395091,08/03/2023,10:18A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8905909164,08/18/2022,02:16P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9067218996,07/25/2023,11:01A,NO PARKING-DAY/TIME LIMITS,,60.00,70.00,0.00,
48660JW,8995490720,01/04/2023,12:38P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8914328284,08/26/2022,10:00A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,8995663376,07/19/2022,11:09A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8886879209,10/27/2022,02:28P,FAIL TO DISP. MUNI METER RECPT,,65.00,75.00,0.00,
19227MC,8572293991,09/28/2022,10:27A,NO PARKING-DAY/TIME LIMITS,,65.00,75.00,0.00,
91731JA,8572294338,10/11/2022,10:18A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9001139437,08/05/2022,08:06A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9001123545,08/02/2022,04:11P,NO STOPPING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9023937582,12/19/2022,11:29A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8572292494,09/22/2022,10:21A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8572286380,08/24/2022,10:11A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9024150644,12/27/2022,02:15P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9072031118,08/17/2023,03:13P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,4893460080,04/15/2024,03:15P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9002507653,08/05/2022,12:09P,DOUBLE PARKING-MIDTOWN COMML,,115.00,125.00,0.00,
48549JW,8894766809,11/22/2022,12:40P,NO STANDING-BUS STOP,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9080883670,10/04/2023,01:39P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8841789530,10/19/2022,11:36A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8911096544,12/03/2022,02:10P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8912874512,11/22/2022,02:31P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8914336700,10/28/2022,12:44P,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,
64999JV,1490668949,06/27/2023,12:48P,DOUBLE PARKING,,115.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,4028940461,02/23/2023,04:38P,BUS LANE VIOLATION,,100.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,4028049313,12/28/2022,12:38P,BUS LANE VIOLATION,,100.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9072760244,08/10/2023,09:34A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,4820033955,12/30/2022,02:11P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9073063980,08/23/2023,01:51P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8792359360,06/14/2022,10:07A,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8870779348,09/28/2022,01:04P,NO STOPPING-DAY/TIME LIMITS,,115.00,125.00,0.00,
71860JT,9073318890,08/23/2023,05:19P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,4821425099,01/07/2023,04:58P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8806835634,05/10/2022,01:27P,EXPIRED MUNI METER,,65.00,75.00,0.00,
64999JV,4888412560,03/11/2024,03:53P,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8957592519,10/18/2022,10:41A,FAIL TO DISP. MUNI METER RECPT,,65.00,95.00,0.00,
28440JU,8886879192,10/27/2022,02:26P,DOUBLE PARKING,,115.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8897794970,10/26/2022,11:26A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9020918643,01/19/2023,11:16A,NO PARKING-STREET CLEANING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8898578908,10/20/2022,12:10P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8903978456,10/25/2022,02:43P,DOUBLE PARKING,,115.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8909244112,10/20/2022,11:49A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,8914335800,10/25/2022,10:04A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8905885550,05/24/2023,09:44A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9075436221,08/22/2023,08:58A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9023657858,01/13/2023,03:07A,NGHT PKG ON RESID STR-COMM VEH,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9023657860,01/13/2023,03:08A,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8789669113,02/13/2020,,,,,,,
71878JT,8992146425,11/04/2022,06:15P,NO STANDING-BUS STOP,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,9025554234,01/11/2023,11:33A,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8882073221,06/14/2022,09:47A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,9025703240,01/10/2023,11:29A,NO PARKING-DAY/TIME LIMITS,,65.00,95.00,0.00,
48660JW,9025813343,01/19/2023,12:21P,NO STANDING-BUS STOP,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8814793414,08/17/2022,01:01P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8948146488,10/26/2022,10:46A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8894941024,06/17/2022,12:59P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9002134990,10/31/2022,05:53P,NO STANDING-BUS STOP,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8821342670,09/16/2022,11:29A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8823146586,08/25/2022,12:05P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9026828561,02/03/2023,12:32P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8955146486,10/05/2022,01:02P,NO STANDING-BUS STOP,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8955193660,10/06/2022,09:54A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8955433785,10/27/2022,10:56A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8851437269,07/26/2022,09:37A,FAIL TO DISP. MUNI METER RECPT,11/10/2022,65.00,125.06,0.00,
71878JT,9027351442,01/09/2023,01:14P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,9027472324,02/01/2023,09:46A,NO PARKING-STREET CLEANING,,65.00,75.00,0.00,
71860JT,9009202665,11/02/2022,12:23P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9009864080,11/12/2022,04:08P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8861721503,10/07/2022,01:09P,NO STANDING-TAXI STAND,,115.00,70.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9028142290,01/11/2023,05:23P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9013413602,11/02/2022,09:39A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9013421544,11/07/2022,12:04P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,4855830483,08/04/2023,09:12A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
